address,chain,type,confidence,evidence
1b75pxy41SLXDeoddmV1cnCzg8G9MVPWZjJ9Ej46ePvWKvZ,polkadot,phishing,high,"polkadot-js_phishing"
1sGUwgsvuzuyKCD5i1V2zG92C8b2udF3rnB7VvDq8S2ddfd,polkadot,phishing,high,"polkadot-js_phishing"
1uNaNhYV1ihQJ6CuodroYrRfbdwACn85Hy8G1mxJLbM2cgx,polkadot,phishing,high,"polkadot-js_phishing"
12Hyg8wxXFVrggfQNvUAJDH7wAtZz1VzAmvr5dL4PnUswh9t,polkadot,phishing,high,"polkadot-js_phishing"
13bV6nsJJe9HUafMfQxWwwabs7ovgef3RWvyndBWaGDkQiJ3,polkadot,phishing,high,"polkadot-js_phishing"
13nHdwVLfHNbfj7aAxCwXhdS8HvCKggMpzy7B65jgcUFXRp9,polkadot,phishing,high,"polkadot-js_phishing"
1m4ETpXD8ea24oFkegbBfFSC3nXh6FqGuvgXdxpq2iQyUkn,polkadot,phishing,high,"polkadot-js_phishing"
12sjkUWhURdpqL9w2eE4XDC9VEcuN13ibhMHt6ttxQDq9GGj,polkadot,phishing,high,"polkadot-js_phishing"
13ymLjSssDJtTM418AkXQBjLkaqQQ8mxJPtYMmDqZBp3mkDU,polkadot,phishing,high,"polkadot-js_phishing"
15XQ1FSaDo3mRqXbARS3j9wn3eCKvZGwe8HF7XegHqf3URgs,polkadot,phishing,high,"polkadot-js_phishing"
1vRYig6ZRukLanajFXozks8RTca7GpsXXqQ3oW2yFzQkoin,polkadot,phishing,high,"polkadot-js_phishing"
15ijgCpxnMMGPzao1baotnN8rCfTa1vaFAc1xiLvNQJonACh,polkadot,phishing,high,"polkadot-js_phishing"
1RnWVvUiL9ZmDEYWxSpNyrWhq9gHEQcihFoYBdJTmuWjaav,polkadot,phishing,high,"polkadot-js_phishing"
133R8fsXDoUyXqPCXJcRvGHo8fyjqxVrVFkyZGCEewc4M4zR,polkadot,phishing,high,"polkadot-js_phishing"
155o9qsbLFQdWRdhDvJZAdnmBHQCnbrbSbbpnH27618CX1ry,polkadot,phishing,high,"polkadot-js_phishing"
16jsZHnWhg7uSeFfG7DFPo1SEd12RZURFsbvX35oHW61oTqw,polkadot,phishing,high,"polkadot-js_phishing"
